booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,deposit_type,customer_type,adr,is_repeated_guest,previous_cancellations,booking_changes,total_of_special_requests
SYN-01555,City Hotel,0,14,2025,December,1,3,1,0.0,0,Germany,Online TA,No Deposit,Transient,263.01,0,0,0,1
SYN-01556,City Hotel,1,211,2024,April,1,2,3,0.0,0,USA,Online TA,No Deposit,Transient,133.7,1,0,1,0
SYN-01557,City Hotel,0,76,2024,July,0,3,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,184.83,0,0,3,2
SYN-01558,Resort Hotel,0,45,2025,November,3,6,2,0.0,0,,Online TA,No Deposit,Transient,157.21,0,0,0,1
SYN-01559,Resort Hotel,0,76,2024,August,3,3,3,0.0,0,France,Corporate,No Deposit,Contract,192.6,0,0,0,1
SYN-01560,Resort Hotel,0,128,2024,November,1,1,3,0.0,0,Germany,Groups,No Deposit,Group,206.3,0,0,0,2
SYN-01561,Resort Hotel,0,45,2025,January,2,2,3,0.0,0,,Online TA,No Deposit,Group,115.65,0,0,0,1
SYN-01562,Resort Hotel,0,228,2024,November,1,1,2,0.0,0,Canada,Offline TA/TO,No Deposit,Transient-Party,164.46,0,0,0,3
SYN-01563,Resort Hotel,1,145,2025,August,0,3,2,0.0,0,Germany,Online TA,No Deposit,Transient-Party,116.67,0,0,0,1
SYN-01564,City Hotel,0,67,2024,June,2,3,1,0.0,0,,Offline TA/TO,No Deposit,Transient,187.94,0,0,0,3
SYN-01565,City Hotel,0,56,2025,June,1,5,4,0.0,0,France,Corporate,No Deposit,Transient,231.41,0,0,2,0
SYN-01566,Resort Hotel,0,20,2024,June,2,6,1,0.0,1,USA,Direct,Non Refund,Transient,275.55,0,0,0,0
SYN-01567,Resort Hotel,1,131,2025,September,1,5,2,0.0,0,,Online TA,No Deposit,Transient-Party,137.35,0,0,0,0
SYN-01568,Resort Hotel,0,154,2024,March,1,7,2,0.0,0,Mexico,Online TA,No Deposit,Transient,152.06,0,0,1,2
SYN-01569,Resort Hotel,0,42,2024,June,2,2,1,0.0,0,France,Online TA,No Deposit,Transient,180.51,0,0,0,1
SYN-01570,City Hotel,1,81,2024,June,0,2,2,0.0,0,Canada,Online TA,Non Refund,Transient,215.22,0,0,0,2
SYN-01571,Resort Hotel,1,132,2024,September,2,2,2,1.0,0,,Online TA,No Deposit,Transient,163.56,0,0,1,0
SYN-01572,City Hotel,0,99,2025,April,0,2,1,0.0,0,,Groups,No Deposit,Transient,175.49,0,0,1,2
SYN-01573,City Hotel,0,120,2024,March,0,3,2,1.0,0,Canada,Online TA,No Deposit,Transient,121.13,0,0,0,2
SYN-01574,City Hotel,0,121,2024,August,1,1,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,182.52,1,1,0,0
SYN-01575,Resort Hotel,0,57,2025,May,0,1,3,0.0,0,Germany,Groups,Non Refund,Transient,218.5,0,0,2,1
SYN-01576,City Hotel,0,151,2025,October,1,4,2,0.0,0,USA,Corporate,No Deposit,Transient,123.11,1,0,0,1
SYN-01577,City Hotel,1,39,2024,October,3,5,3,1.0,0,USA,Online TA,No Deposit,Transient,129.87,1,1,3,1
SYN-01578,Resort Hotel,1,99,2024,September,1,1,2,0.0,0,France,Online TA,No Deposit,Transient,148.28,0,0,0,0
SYN-01579,City Hotel,0,87,2024,November,0,3,2,2.0,1,United Kingdom,Corporate,No Deposit,Contract,108.84,0,0,1,1
SYN-01580,City Hotel,0,88,2024,December,2,2,2,0.0,0,Canada,Online TA,No Deposit,Transient-Party,180.61,0,0,0,1
SYN-01581,City Hotel,0,64,2025,August,2,2,2,0.0,0,,Offline TA/TO,No Deposit,Transient,195.44,0,0,0,0
SYN-01582,City Hotel,0,43,2025,October,0,3,2,0.0,0,,Direct,No Deposit,Transient,122.9,0,0,1,3
SYN-01583,City Hotel,1,62,2025,October,2,3,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient-Party,159.48,0,0,0,2
SYN-01584,City Hotel,0,37,2025,April,2,1,2,0.0,1,USA,Online TA,No Deposit,Transient,163.26,0,0,0,1
SYN-01585,City Hotel,0,123,2025,June,2,4,2,1.0,0,Canada,Offline TA/TO,No Deposit,Transient-Party,130.16,0,0,0,2
SYN-01586,City Hotel,1,44,2025,August,0,2,2,0.0,0,USA,Online TA,No Deposit,Group,231.87,0,0,1,0
SYN-01587,Resort Hotel,0,70,2025,November,0,3,1,0.0,0,,Direct,Refundable,Transient,176.75,1,0,0,0
SYN-01588,Resort Hotel,1,195,2025,February,1,7,2,2.0,0,USA,Direct,No Deposit,Transient,171.07,0,0,0,0
SYN-01589,Resort Hotel,1,141,2024,December,1,2,1,0.0,0,Germany,Groups,No Deposit,Transient-Party,266.78,0,0,0,1
SYN-01590,Resort Hotel,1,22,2025,October,2,1,2,0.0,1,Germany,Groups,No Deposit,Transient,164.66,0,0,0,0
SYN-01591,City Hotel,0,24,2024,March,2,1,2,0.0,0,Germany,Groups,No Deposit,Transient-Party,135.11,0,0,0,0
SYN-01592,Resort Hotel,0,39,2024,January,0,4,3,2.0,0,Germany,Corporate,No Deposit,Transient,171.21,0,0,1,1
SYN-01593,City Hotel,0,72,2024,January,2,5,1,1.0,0,Mexico,Online TA,No Deposit,Transient,156.45,0,0,0,0
SYN-01594,City Hotel,0,179,2024,August,0,4,2,1.0,0,,Corporate,No Deposit,Transient,179.01,0,0,0,3
SYN-01595,Resort Hotel,1,95,2025,January,0,1,3,0.0,0,United Kingdom,Online TA,No Deposit,Transient,214.98,0,0,0,0
SYN-01596,City Hotel,0,131,2025,February,0,2,1,0.0,0,,Offline TA/TO,No Deposit,Transient,144.33,0,0,0,1
SYN-01597,Resort Hotel,0,3,2024,August,0,2,3,0.0,0,United Kingdom,Online TA,No Deposit,Transient,258.82,0,0,2,0
SYN-01598,City Hotel,0,222,2024,March,1,5,2,0.0,0,Germany,Online TA,No Deposit,Transient,161.47,0,0,0,1
SYN-01599,Resort Hotel,1,11,2024,December,2,3,4,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,217.78,0,0,0,0
SYN-01600,City Hotel,0,14,2025,May,2,5,2,0.0,0,Germany,Groups,No Deposit,Transient,114.96,0,0,0,2
SYN-01601,Resort Hotel,0,86,2025,May,1,3,2,0.0,0,France,Offline TA/TO,No Deposit,Transient-Party,160.85,1,1,0,2
SYN-01602,City Hotel,0,10,2024,January,1,1,3,0.0,0,Canada,Corporate,No Deposit,Transient-Party,122.37,0,0,0,0
SYN-01603,Resort Hotel,0,55,2024,March,2,5,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,194.47,0,0,0,2
SYN-01604,City Hotel,1,50,2025,October,1,2,2,0.0,0,,Offline TA/TO,No Deposit,Group,163.88,0,0,0,2
SYN-01605,Resort Hotel,1,215,2024,July,0,3,2,0.0,0,Mexico,Online TA,No Deposit,Transient,210.95,0,0,0,0
SYN-01606,Resort Hotel,0,139,2024,February,0,2,2,0.0,0,Canada,Corporate,Non Refund,Transient,111.94,0,0,0,1
SYN-01607,Resort Hotel,0,20,2025,October,1,1,2,2.0,0,USA,Offline TA/TO,No Deposit,Transient,143.54,0,0,0,0
SYN-01608,City Hotel,0,13,2024,September,2,2,2,0.0,0,France,Corporate,Non Refund,Transient,111.33,0,0,0,0
SYN-01609,Resort Hotel,0,25,2024,September,0,2,2,1.0,0,USA,Online TA,No Deposit,Transient,120.71,0,0,0,1
SYN-01610,City Hotel,0,59,2025,May,2,3,2,0.0,0,United Kingdom,Online TA,Non Refund,Transient,132.69,0,0,0,0
SYN-01611,Resort Hotel,1,18,2024,April,3,1,2,1.0,0,France,Online TA,No Deposit,Transient-Party,131.3,0,0,1,0
SYN-01612,Resort Hotel,0,86,2025,February,1,2,2,2.0,0,USA,Online TA,No Deposit,Transient,186.63,1,0,0,2
SYN-01613,Resort Hotel,0,218,2024,May,0,3,2,0.0,0,France,Direct,Non Refund,Transient,85.59,0,0,0,1
SYN-01614,Resort Hotel,0,59,2024,March,2,1,2,0.0,0,,Direct,No Deposit,Transient,195.66,0,0,0,1
SYN-01615,Resort Hotel,1,61,2024,November,3,1,3,2.0,0,United Kingdom,Direct,No Deposit,Transient,172.8,0,0,0,1
SYN-01616,City Hotel,0,42,2025,February,3,3,2,0.0,0,Canada,Online TA,Non Refund,Transient,157.67,0,0,0,2
SYN-01617,City Hotel,0,69,2024,February,0,3,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,176.65,0,0,0,0
SYN-01618,Resort Hotel,1,45,2025,February,2,1,2,0.0,0,France,Online TA,Non Refund,Transient-Party,173.77,0,0,0,2
SYN-01619,City Hotel,0,137,2025,February,2,3,2,0.0,0,USA,Direct,No Deposit,Transient-Party,160.52,0,0,0,1
SYN-01620,Resort Hotel,1,183,2024,February,0,1,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,138.91,0,0,1,0
SYN-01621,Resort Hotel,0,128,2025,January,1,3,4,0.0,0,France,Online TA,No Deposit,Transient,100.61,0,0,0,1
SYN-01622,City Hotel,0,126,2025,May,0,1,4,2.0,0,Germany,Online TA,Non Refund,Transient,150.04,0,0,0,0
SYN-01623,City Hotel,0,48,2024,March,0,4,3,2.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,202.51,0,0,0,4
SYN-01624,City Hotel,0,42,2024,May,0,4,2,1.0,0,Mexico,Online TA,No Deposit,Transient,238.63,0,0,0,1
SYN-01625,City Hotel,0,71,2025,December,0,1,2,1.0,0,Canada,Direct,No Deposit,Transient-Party,233.29,0,0,1,1
SYN-01626,City Hotel,0,46,2025,March,2,3,2,0.0,0,Canada,Online TA,No Deposit,Transient,59.86,0,0,2,1
SYN-01627,Resort Hotel,1,90,2024,March,0,2,2,1.0,0,USA,Direct,No Deposit,Transient,201.53,0,0,0,0
SYN-01628,City Hotel,1,112,2025,April,2,4,2,0.0,0,USA,Online TA,No Deposit,Transient,93.79,0,0,0,0
SYN-01629,City Hotel,1,79,2024,November,0,2,2,0.0,0,USA,Online TA,No Deposit,Contract,153.98,0,0,0,0
SYN-01630,City Hotel,1,19,2025,June,2,1,2,0.0,0,France,Online TA,No Deposit,Transient,163.65,0,0,0,1
SYN-01631,Resort Hotel,0,37,2025,October,0,3,1,0.0,0,,Online TA,No Deposit,Transient,123.11,1,1,0,0
SYN-01632,Resort Hotel,0,41,2025,February,1,4,3,0.0,0,,Offline TA/TO,No Deposit,Transient,195.85,1,0,0,2
SYN-01633,Resort Hotel,0,28,2024,September,1,4,1,1.0,0,USA,Offline TA/TO,No Deposit,Transient-Party,200.27,0,0,1,0
SYN-01634,City Hotel,0,42,2025,June,1,7,3,0.0,0,,Corporate,Refundable,Contract,222.79,1,0,0,0
SYN-01635,City Hotel,1,41,2025,October,1,3,1,1.0,0,Germany,Online TA,No Deposit,Transient,134.15,0,0,0,0
SYN-01636,City Hotel,0,67,2024,July,0,1,2,0.0,0,Canada,Online TA,No Deposit,Transient-Party,216.36,0,0,0,0
SYN-01637,City Hotel,1,136,2024,May,2,5,1,0.0,0,France,Corporate,No Deposit,Transient,103.37,0,0,0,0
SYN-01638,Resort Hotel,0,123,2024,August,2,4,2,2.0,0,,Direct,No Deposit,Transient,248.05,0,0,1,1
SYN-01639,City Hotel,0,78,2025,August,1,2,2,0.0,0,United Kingdom,Direct,No Deposit,Transient,153.96,0,1,0,0
SYN-01640,Resort Hotel,0,25,2025,May,2,1,2,0.0,0,France,Offline TA/TO,No Deposit,Transient-Party,138.05,0,0,1,0
SYN-01641,City Hotel,0,42,2024,December,1,3,1,1.0,0,United Kingdom,Groups,No Deposit,Group,148.91,0,0,0,0
SYN-01642,City Hotel,0,71,2024,October,1,5,2,0.0,0,Germany,Offline TA/TO,No Deposit,Group,158.47,0,0,0,0
SYN-01643,Resort Hotel,0,57,2025,January,0,6,2,0.0,0,France,Offline TA/TO,No Deposit,Contract,230.83,0,0,0,0
SYN-01644,City Hotel,0,13,2024,March,2,3,2,0.0,0,Mexico,Online TA,Refundable,Group,119.39,0,0,0,0
SYN-01645,City Hotel,0,126,2024,May,0,2,2,0.0,0,USA,Groups,No Deposit,Transient,94.16,0,0,0,0
SYN-01646,City Hotel,0,73,2025,September,2,3,2,0.0,0,France,Corporate,No Deposit,Transient,122.12,0,0,0,1
SYN-01647,City Hotel,1,100,2025,November,0,7,1,0.0,0,France,Online TA,No Deposit,Transient,159.13,0,0,0,1
SYN-01648,City Hotel,0,24,2024,May,3,2,2,0.0,0,Canada,Corporate,No Deposit,Contract,165.2,0,0,0,2
SYN-01649,City Hotel,0,9,2024,August,2,2,3,0.0,0,Mexico,Online TA,No Deposit,Transient,144.65,1,0,1,0
SYN-01650,Resort Hotel,1,44,2025,February,2,1,1,1.0,0,Canada,Direct,No Deposit,Transient-Party,177.65,0,0,1,0
SYN-01651,City Hotel,0,32,2025,May,0,4,2,0.0,1,,Offline TA/TO,No Deposit,Transient,167.04,0,0,0,0
SYN-01652,City Hotel,1,140,2025,May,0,1,2,0.0,0,United Kingdom,Offline TA/TO,Refundable,Transient,127.48,1,0,0,1
SYN-01653,Resort Hotel,0,35,2025,October,1,4,2,0.0,0,USA,Groups,No Deposit,Transient,194.76,0,0,0,0
SYN-01654,City Hotel,0,96,2024,September,0,5,2,0.0,0,,Corporate,No Deposit,Transient,115.07,0,0,0,0
SYN-01655,City Hotel,0,12,2024,May,1,5,2,0.0,0,France,Groups,No Deposit,Transient,149.38,0,0,0,2
SYN-01656,City Hotel,1,278,2025,September,0,1,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,92.85,0,0,0,0
SYN-01657,City Hotel,0,29,2024,January,1,1,2,0.0,0,Mexico,Online TA,Non Refund,Transient,142.41,0,0,0,1
SYN-01658,City Hotel,0,42,2025,December,2,2,2,0.0,0,France,Online TA,No Deposit,Contract,204.63,0,0,0,2
SYN-01659,Resort Hotel,0,132,2025,May,1,1,2,0.0,0,Canada,Direct,No Deposit,Transient,135.06,0,0,0,1
SYN-01660,Resort Hotel,0,38,2024,January,1,2,2,0.0,0,United Kingdom,Groups,No Deposit,Transient,151.31,0,1,0,2
SYN-01661,Resort Hotel,0,40,2025,March,0,5,1,0.0,0,France,Direct,No Deposit,Transient,113.15,0,0,0,0
SYN-01662,City Hotel,0,78,2025,August,0,6,2,0.0,0,Canada,Corporate,No Deposit,Transient-Party,221.66,0,0,0,1
SYN-01663,City Hotel,0,20,2024,October,1,4,1,0.0,0,,Direct,No Deposit,Transient,74.37,0,1,0,3
SYN-01664,Resort Hotel,0,58,2024,August,0,3,2,2.0,0,Canada,Direct,No Deposit,Transient,165.57,0,0,0,1
SYN-01665,City Hotel,1,46,2024,April,2,4,2,0.0,0,France,Online TA,Non Refund,Transient,127.93,0,0,0,0
SYN-01666,Resort Hotel,0,21,2025,January,3,2,2,0.0,0,,Corporate,Refundable,Transient,152.99,0,0,0,0
SYN-01667,City Hotel,0,57,2025,October,2,3,1,0.0,0,USA,Direct,No Deposit,Transient,194.38,0,0,0,0
SYN-01668,City Hotel,0,82,2025,January,1,2,2,0.0,0,France,Online TA,Non Refund,Transient,117.64,0,0,0,0
SYN-01669,City Hotel,0,65,2025,April,3,1,2,0.0,0,USA,Groups,No Deposit,Transient,127.85,0,0,2,1
SYN-01670,City Hotel,0,24,2024,July,2,5,2,0.0,0,USA,Groups,No Deposit,Transient-Party,224.27,1,0,1,0
SYN-01671,City Hotel,0,92,2025,September,1,2,3,0.0,0,USA,Corporate,No Deposit,Transient-Party,158.38,0,0,2,0
SYN-01672,City Hotel,0,86,2025,November,0,3,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient-Party,167.72,0,0,0,0
SYN-01673,City Hotel,0,13,2024,August,2,2,2,0.0,0,Canada,Offline TA/TO,No Deposit,Transient,182.0,0,0,1,2
SYN-01674,City Hotel,0,58,2025,March,0,1,4,,0,Mexico,Offline TA/TO,No Deposit,Transient,45.71,0,0,0,0
SYN-01675,Resort Hotel,0,8,2025,July,0,3,2,1.0,0,Canada,Online TA,No Deposit,Transient,268.52,0,0,0,2
SYN-01676,Resort Hotel,1,26,2024,November,2,3,2,2.0,0,USA,Offline TA/TO,Non Refund,Transient-Party,192.02,0,0,0,0
SYN-01677,Resort Hotel,0,194,2024,July,2,4,2,0.0,1,,Direct,Non Refund,Transient,247.04,0,0,0,1
SYN-01678,Resort Hotel,0,69,2025,September,2,5,3,2.0,0,France,Offline TA/TO,No Deposit,Transient,185.37,0,0,0,0
SYN-01679,Resort Hotel,0,77,2024,May,2,3,2,0.0,0,France,Online TA,No Deposit,Transient,143.76,0,0,0,0
SYN-01680,City Hotel,0,51,2024,March,2,1,1,0.0,0,,Online TA,No Deposit,Transient,86.49,0,0,0,0
SYN-01681,Resort Hotel,0,24,2025,November,0,3,2,0.0,0,,Offline TA/TO,No Deposit,Contract,85.59,0,0,0,0
SYN-01682,City Hotel,0,183,2025,July,1,3,2,1.0,0,United Kingdom,Direct,No Deposit,Transient-Party,218.74,0,0,0,0
SYN-01683,Resort Hotel,1,48,2024,June,1,7,2,0.0,0,France,Online TA,No Deposit,Transient,179.82,0,0,0,1
SYN-01684,City Hotel,1,111,2024,August,1,2,2,0.0,0,Canada,Offline TA/TO,No Deposit,Transient,132.0,0,0,0,0
SYN-01685,City Hotel,0,20,2024,October,1,2,2,0.0,0,Canada,Online TA,No Deposit,Transient,146.88,0,0,0,1
SYN-01686,City Hotel,0,72,2025,May,1,3,2,0.0,0,France,Online TA,No Deposit,Contract,144.14,0,0,2,3
SYN-01687,City Hotel,0,178,2024,November,1,4,2,0.0,0,USA,Direct,No Deposit,Contract,83.81,0,0,1,1
SYN-01688,City Hotel,0,44,2024,July,3,3,2,0.0,0,Germany,Online TA,Non Refund,Contract,131.56,0,0,1,2
SYN-01689,City Hotel,1,92,2025,July,0,3,3,0.0,0,,Groups,Non Refund,Transient-Party,207.37,0,0,1,1
SYN-01690,Resort Hotel,1,31,2025,September,0,1,1,1.0,0,Mexico,Corporate,No Deposit,Transient-Party,105.89,0,0,3,0
SYN-01691,Resort Hotel,0,67,2025,July,1,3,2,0.0,1,United Kingdom,Corporate,No Deposit,Transient,198.88,0,0,0,0
SYN-01692,City Hotel,0,18,2025,September,0,4,1,0.0,0,Canada,Online TA,No Deposit,Transient,189.31,0,0,0,2
SYN-01693,City Hotel,0,10,2025,November,0,3,1,2.0,0,Germany,Online TA,No Deposit,Transient,187.8,0,0,0,3
SYN-01694,Resort Hotel,0,55,2025,July,3,2,1,0.0,0,United Kingdom,Online TA,Non Refund,Transient,249.43,1,0,0,0
SYN-01695,Resort Hotel,0,101,2024,April,1,6,2,1.0,0,France,Direct,Non Refund,Transient-Party,109.14,0,0,0,0
SYN-01696,Resort Hotel,1,181,2025,March,2,3,2,1.0,0,France,Online TA,No Deposit,Transient,112.62,0,0,0,0
SYN-01697,City Hotel,0,73,2025,June,2,2,3,1.0,0,Mexico,Online TA,Refundable,Transient,159.25,1,0,0,1
SYN-01698,Resort Hotel,0,48,2025,July,1,1,1,1.0,0,Germany,Direct,No Deposit,Group,187.02,0,0,0,0
SYN-01699,City Hotel,0,73,2024,June,2,2,2,2.0,0,Mexico,Online TA,No Deposit,Contract,99.43,0,0,0,0
SYN-01700,City Hotel,0,82,2025,March,0,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,92.22,0,0,0,0
SYN-01701,City Hotel,1,132,2024,April,1,5,2,1.0,0,,Corporate,No Deposit,Transient,125.16,0,0,0,0
SYN-01702,City Hotel,0,166,2024,June,2,3,2,0.0,0,Canada,Groups,No Deposit,Transient-Party,192.46,0,0,0,1
SYN-01703,City Hotel,0,34,2024,June,0,3,2,0.0,0,Germany,Direct,Non Refund,Transient,127.71,0,0,0,1
SYN-01704,Resort Hotel,1,29,2025,July,0,1,2,0.0,0,,Offline TA/TO,No Deposit,Transient,238.42,0,0,1,0
SYN-01705,City Hotel,1,101,2024,November,2,6,2,0.0,0,France,Online TA,No Deposit,Transient,106.56,0,0,0,1
SYN-01706,City Hotel,0,115,2024,September,0,7,2,0.0,0,Canada,Online TA,No Deposit,Transient,116.54,0,0,0,1
SYN-01707,City Hotel,0,38,2025,January,2,3,1,0.0,0,Canada,Online TA,No Deposit,Transient-Party,67.14,0,0,1,0
SYN-01708,City Hotel,0,140,2025,June,2,6,2,2.0,0,,Offline TA/TO,No Deposit,Transient,139.1,1,0,0,0
SYN-01709,Resort Hotel,0,237,2025,November,2,2,2,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,94.01,1,1,0,1
SYN-01710,City Hotel,1,46,2024,August,0,6,3,0.0,0,,Offline TA/TO,No Deposit,Transient,149.4,0,0,0,0
SYN-01711,City Hotel,0,210,2024,May,1,3,2,0.0,0,Germany,Direct,No Deposit,Transient,141.37,0,0,1,1
SYN-01712,City Hotel,0,22,2024,November,1,1,1,2.0,0,Canada,Offline TA/TO,No Deposit,Transient,110.17,0,0,0,0
SYN-01713,City Hotel,1,121,2024,November,1,1,1,0.0,0,Canada,Direct,No Deposit,Transient,208.3,0,0,0,0
SYN-01714,City Hotel,1,63,2025,August,0,3,2,0.0,0,,Groups,No Deposit,Contract,177.15,0,0,2,0
SYN-01715,Resort Hotel,0,44,2024,May,1,1,3,2.0,0,Canada,Corporate,No Deposit,Transient,139.64,0,0,0,2
SYN-01716,City Hotel,1,105,2024,March,1,4,2,0.0,0,USA,Corporate,No Deposit,Transient,96.24,0,0,0,1
SYN-01717,City Hotel,1,33,2024,December,1,4,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,134.45,0,0,0,0
SYN-01718,City Hotel,1,32,2024,December,1,3,2,0.0,0,France,Direct,No Deposit,Contract,175.89,0,0,0,0
SYN-01719,Resort Hotel,0,81,2024,June,0,1,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,182.07,0,0,0,2
SYN-01720,Resort Hotel,0,55,2025,September,0,3,2,0.0,0,USA,Online TA,No Deposit,Transient,210.66,0,0,0,1
SYN-01721,City Hotel,1,62,2024,December,0,4,2,0.0,0,France,Direct,No Deposit,Transient,161.28,0,0,3,0
SYN-01722,City Hotel,0,27,2024,September,0,2,1,0.0,0,USA,Direct,No Deposit,Transient,87.66,0,0,0,0
SYN-01723,Resort Hotel,1,109,2025,November,0,1,2,0.0,0,USA,Online TA,No Deposit,Contract,206.23,0,0,2,1
SYN-01724,City Hotel,0,70,2024,May,0,2,1,0.0,0,,Groups,No Deposit,Transient,119.11,1,0,1,2
SYN-01725,City Hotel,0,73,2025,August,1,4,1,1.0,0,,Direct,No Deposit,Transient,76.97,0,0,0,3
SYN-01726,Resort Hotel,0,90,2024,March,1,1,4,2.0,0,Mexico,Online TA,No Deposit,Transient-Party,164.74,0,0,2,1
SYN-01727,City Hotel,0,163,2025,September,0,3,2,0.0,0,,Groups,No Deposit,Transient-Party,142.63,0,0,0,0
SYN-01728,City Hotel,0,36,2025,July,0,1,2,1.0,0,Canada,Online TA,No Deposit,Transient,163.29,0,0,0,0
SYN-01729,City Hotel,1,116,2025,September,3,5,2,0.0,0,,Offline TA/TO,Non Refund,Contract,109.64,1,0,0,0
SYN-01730,Resort Hotel,1,59,2024,March,3,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,168.1,0,0,0,0
SYN-01731,Resort Hotel,0,143,2024,December,2,1,3,0.0,0,Mexico,Direct,No Deposit,Transient-Party,228.53,0,1,0,1
SYN-01732,City Hotel,0,60,2025,March,0,5,3,0.0,0,France,Corporate,No Deposit,Transient,195.27,0,0,0,1
SYN-01733,Resort Hotel,0,52,2024,August,2,3,2,0.0,0,Canada,Direct,No Deposit,Transient,154.18,0,0,0,3
SYN-01734,City Hotel,0,306,2024,October,1,2,1,2.0,0,Canada,Offline TA/TO,Refundable,Transient,79.88,0,0,0,0
SYN-01735,City Hotel,0,145,2025,November,0,2,2,2.0,0,USA,Offline TA/TO,No Deposit,Transient-Party,104.17,0,0,0,0
SYN-01736,Resort Hotel,0,99,2025,February,2,2,1,0.0,0,USA,Direct,No Deposit,Transient,165.91,0,0,0,4
SYN-01737,Resort Hotel,0,35,2024,May,1,7,1,2.0,0,France,Offline TA/TO,Refundable,Transient,149.7,0,0,0,2
SYN-01738,Resort Hotel,1,153,2025,August,2,1,2,0.0,0,Germany,Groups,No Deposit,Transient,252.64,0,0,0,0
SYN-01739,City Hotel,0,18,2025,April,2,4,2,0.0,0,France,Online TA,No Deposit,Transient,182.34,0,0,0,2
SYN-01740,City Hotel,0,51,2025,January,2,1,2,1.0,0,Mexico,Online TA,No Deposit,Transient,99.53,0,0,0,1
SYN-01741,Resort Hotel,1,16,2025,January,0,2,4,0.0,0,Germany,Online TA,No Deposit,Transient,119.38,0,0,1,0
SYN-01742,City Hotel,0,21,2024,February,1,5,2,0.0,0,France,Corporate,No Deposit,Transient,179.62,0,0,0,0
SYN-01743,City Hotel,0,52,2024,November,1,2,2,1.0,0,Canada,Offline TA/TO,No Deposit,Transient,139.92,0,0,2,2
SYN-01744,City Hotel,1,138,2025,September,2,4,2,0.0,0,,Offline TA/TO,No Deposit,Transient-Party,101.82,0,0,0,2
SYN-01745,Resort Hotel,1,105,2024,August,0,5,2,,0,United Kingdom,Online TA,No Deposit,Transient-Party,201.19,1,0,0,0
SYN-01746,Resort Hotel,0,151,2025,September,1,4,2,2.0,0,France,Online TA,No Deposit,Transient-Party,200.24,0,0,3,1
SYN-01747,Resort Hotel,0,31,2025,April,0,2,1,0.0,0,Canada,Online TA,No Deposit,Transient,117.26,0,0,0,0
SYN-01748,City Hotel,0,275,2025,November,1,2,3,0.0,0,,Online TA,No Deposit,Transient,108.0,0,0,0,0
SYN-01749,City Hotel,1,48,2025,January,2,1,2,0.0,0,USA,Direct,No Deposit,Transient,128.19,0,0,2,1
SYN-01750,Resort Hotel,0,137,2025,July,1,5,2,2.0,0,United Kingdom,Online TA,Non Refund,Transient,136.46,0,0,0,0
SYN-01751,City Hotel,0,176,2025,October,0,1,2,1.0,0,Canada,Online TA,No Deposit,Transient,173.44,0,0,0,1
SYN-01752,City Hotel,1,121,2025,April,2,1,2,0.0,0,Mexico,Direct,No Deposit,Transient,178.77,0,0,0,0
SYN-01753,City Hotel,0,50,2025,February,3,7,2,0.0,0,France,Online TA,No Deposit,Group,122.81,0,0,1,2
SYN-01754,City Hotel,0,117,2025,June,1,2,2,1.0,0,USA,Offline TA/TO,No Deposit,Transient,172.41,0,0,1,1
SYN-01755,City Hotel,1,20,2025,December,2,2,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Group,170.62,1,0,1,0
SYN-01756,Resort Hotel,0,142,2024,May,0,1,2,0.0,0,Germany,Online TA,No Deposit,Transient,151.31,0,0,1,0
SYN-01757,City Hotel,0,67,2024,October,0,3,2,0.0,0,,Direct,No Deposit,Transient,104.88,0,0,0,2
SYN-01758,City Hotel,0,23,2025,February,2,4,1,0.0,0,France,Online TA,No Deposit,Transient,135.89,0,0,0,0
SYN-01759,City Hotel,0,152,2024,April,0,2,2,2.0,0,Germany,Direct,Non Refund,Transient,122.22,1,0,0,0
SYN-01760,Resort Hotel,1,91,2025,July,2,2,2,0.0,0,USA,Corporate,No Deposit,Transient,159.88,0,0,0,0
SYN-01761,City Hotel,0,35,2024,July,1,2,2,0.0,0,Mexico,Online TA,No Deposit,Transient,141.19,0,0,0,1
SYN-01762,City Hotel,0,84,2025,September,2,1,2,0.0,1,,Online TA,No Deposit,Transient,202.26,0,0,0,0
SYN-01763,Resort Hotel,0,66,2024,June,1,6,1,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,212.16,1,0,0,2
SYN-01764,City Hotel,0,40,2025,June,1,2,2,0.0,0,France,Online TA,No Deposit,Transient,147.12,0,0,1,0
